0.11786	0.18482	0.1125	0.41518	0.27455	0.033482	0.40982	0.35893	0.066964	0.42054	0.19018	0	0.23571	0.15268	0.36964	0.026786	0.225	0	0.35357	0.30536	0.10045	0.55446	0.39777	0	0.3375	0.12054	0	0.55357	0.45179	0.11964	0.0089286	0.083929	0.18929	0.21429	0.066071	0.33571	0.33571	0.28571	0.035714	0.75714	0.75714	0.19286	0	0.85714	0.56429	0	0	0.26429	0.15	0	0	0.026786	0.23036	0.17143	0.21964	0.18214	0	0.045536	0.78482	0.54911	0.17946	0.066964	0	0.053571	0.053571	0.46071	0.26786	0.34286	0.0375	0.43929	0	0.36429	0	0	0	0	0.81964	0.71786	0.35893	0.13393	0	0.091071	0.75	0.38036	0	0	0	0	0.16071	0.16071	0.16071	0.16071	0	0	1.3821	1.1571	0.80357	0.24107	0	0	1.0286	0.91607	0.1125	0	0	0.080357	1.2375	0.70714	0	0	0	0.19286	0.9	0.35357	0	0	0	0	0	0	0	0	0
0.13306	0.14415	0.063508	0.34073	0.21774	0.02621	0.40524	0.31855	0.052419	0.27621	0.11694	0	0.26613	0.15524	0.28831	0	0.12702	0	0.39919	0.32661	0.078629	0.43246	0.25403	0	0.11794	0.072581	0	0.4543	0.36156	0.10349	0.0040323	0.13038	0.15054	0.15457	0.018817	0.52151	0.51613	0.34946	0.016129	0.60215	0.56452	0.064516	0	0.61828	0.3172	0	0	0.026882	0.048387	0	0	0.080645	0.17339	0.13508	0.1371	0.15524	0	0.68145	0.60887	0.43548	0.15524	0.052419	0	0.16129	0.15726	0.34677	0.14919	0.27016	0.0040323	0.27419	0	0.31048	0	0	0	0.81048	0.81048	0.6371	0.31048	0.10484	0	0.55242	0.40726	0.23387	0	0	0	0.48387	0.48387	0.48387	0.47177	0.24194	0	1.0403	1.0403	0.75	0.44758	0.072581	0	0.81048	0.81048	0.62903	0.012097	0	0	0.82258	0.68952	0.3871	0	0	0	0.93145	0.62903	0.3629	0	0	0	0	0	0	0	0	0
0.15909	0.19481	0.11797	0.47186	0.31385	0.070346	0.51948	0.40909	0.14069	0.42424	0.21861	0	0.31818	0.20346	0.38961	0.13636	0.23593	0.02381	0.47727	0.37662	0.21104	0.58442	0.4026	0	0.3539	0.16234	0	0.62915	0.48341	0.20202	0.025974	0.14574	0.21212	0.18182	0.089466	0.58297	0.58297	0.42713	0.1039	0.84848	0.69264	0.2482	0	0.72727	0.46176	0.13276	0	0.16162	0.19625	0	0	0.11905	0.19913	0.2013	0.18831	0.16883	0.0671	0.94372	0.84416	0.62771	0.36364	0.14069	0.010823	0.2381	0.23377	0.39827	0.17316	0.4026	0.13853	0.37662	0.1342	0.33766	0.047619	0.1342	0	1.039	1.0303	0.81818	0.54545	0.28139	0.021645	0.84848	0.65801	0.43723	0.18182	0	0	0.71429	0.71429	0.71429	0.7013	0.48052	0.064935	1.1948	1.1688	0.79221	0.51948	0.36364	0	1.2078	1.2078	0.94805	0.41558	0	0	1.1299	1.0519	0.66234	0.4026	0	0	1.013	0.57143	0.57143	0.14286	0	0	0.4026	0.35065	0.077922	0	0	0
0.10191	0.14747	0.056338	0.30572	0.21458	0.0008285	0.36951	0.18724	0.001657	0	0.24192	0	0.20381	0.038111	0.29495	0.034797	0.077879	0.034797	0.30572	0.1367	0.0024855	0.44242	0.33803	0	0	0.16901	0	0.40762	0.32256	0.071803	0	0.10605	0.14029	0.13146	0.029826	0.42419	0.30047	0.088373	0	0.56117	0.34466	0.048605	0	0.52582	0.52582	0.13698	0	0	0.10605	0.013256	0	0	0.20381	0.1657	0.12925	0.11268	0	0.61143	0.53355	0.39602	0.074565	0	0	0	0	0.40762	0.076222	0.3314	0.026512	0.25849	0.043082	0.22535	0.069594	0	0	0.73902	0.58326	0.34466	0.086164	0	0	0	0.036454	0.38442	0.062966	0	0	0	0	0	0	0	0	1.2229	0.85501	0.50704	0.20878	0	0	0.9942	0.89478	0.52693	0.04971	0	0	0.77548	0.77548	0.72577	0.059652	0	0	0.67606	0.67606	0.6164	0.12925	0	0	0	0	0	0	0	0
0.11058	0.19311	0.096154	0.39984	0.23798	0.011218	0.4375	0.22436	0.022436	0.36218	0.2516	0	0.22115	0.036859	0.38622	0.11859	0.19231	0.06891	0.33173	0.14183	0.028846	0.57933	0.34375	0.0048077	0.28846	0.22837	0	0.53312	0.43056	0.14957	0	0.057692	0.24359	0.19017	0.041667	0.23077	0.094017	0	0	0.97436	0.70085	0.2735	0	0.76068	0.76068	0.2906	0	0	0.13248	0.034188	0	0	0.22115	0.21635	0.16987	0.19231	0	0.79968	0.71955	0.47596	0.22436	0.022436	0	0	0	0.44231	0.073718	0.43269	0.13141	0.33974	0.10577	0.38462	0.13782	0	0	0.875	0.71474	0.44872	0.20513	0.044872	0	0.72436	0.72436	0.50321	0.24359	0	0	0	0	0	0	0	0	1.3269	0.94231	0.56731	0.22115	0.11538	0	1.2981	1.2019	0.77885	0.39423	0.019231	0	1.0192	1.0192	0.59615	0.31731	0	0	1.1538	1.1538	0.91346	0.41346	0	0	0	0	0	0	0	0
0.090937	0.15615	0.085426	0.33252	0.13319	0	0.32701	0.11758	0	0.18922	0.14881	0	0.18187	0.016534	0.31231	0.0091855	0.17085	0	0.27281	0.11023	0	0.46846	0.17361	0	0.14054	0.11574	0	0.44336	0.25352	0.011023	0	0.026944	0.19106	0.17024	0.055113	0.10778	0.063686	0	0	0.76424	0.33313	0.044091	0	0.68096	0.42621	0	0	0.029394	0.19106	0	0	0	0.18187	0.14513	0.16718	0.17085	0	0.66503	0.55113	0.23699	0.016534	0	0	0	0	0.36375	0.033068	0.29026	0.018371	0.33435	0	0.3417	0	0	0	0.65401	0.42621	0.20943	0.033068	0	0	0	0.41151	0.26454	0	0	0	0	0	0	0	0	0	1.0912	0.78261	0.38579	0.066136	0	0	0.87079	0.49602	0.2425	0.033068	0	0	1.0031	1.0031	0.37477	0	0	0	1.0251	1.0251	0.41886	0	0	0	0	0	0	0	0	0
0.132	0.168	0.12943	0.42943	0.23314	0	0.44229	0.26914	0	0.41657	0.19714	0	0.264	0.11657	0.336	0.036	0.25886	0	0.396	0.26486	0	0.504	0.23143	0	0.38829	0.20314	0	0.57257	0.39314	0.082286	0	0.12914	0.17714	0.16229	0.104	0.51657	0.45714	0.18286	0	0.70857	0.37943	0.14629	0	0.64914	0.45257	0	0	0.13257	0.28343	0	0	0.048	0.22971	0.18171	0.16971	0.18343	0.046286	0.85886	0.84514	0.49029	0.192	0	0	0.096	0.068571	0.45943	0.17829	0.36343	0.058286	0.33943	0	0.36686	0	0.092571	0	0.88457	0.85714	0.54857	0.36343	0	0	0.83314	0.83314	0.432	0.020571	0	0	0.288	0.288	0.288	0.23657	0	0	1.3783	1.3269	0.84343	0.59657	0	0	1.0903	1.0594	0.56571	0.25714	0	0	1.0183	1.0183	0.48343	0	0	0	1.1006	1.1006	0.58629	0.061714	0	0	0	0.10286	0.17486	0	0	0
0.12755	0.19082	0.14796	0.46633	0.25612	0.056122	0.47143	0.3	0.11224	0.46122	0.21224	0	0.2551	0.13673	0.38163	0.071429	0.29592	0.012245	0.38265	0.27857	0.15306	0.57245	0.25408	0.015306	0.44388	0.23571	0	0.62177	0.42313	0.13061	0.042177	0.055782	0.26939	0.18231	0.11429	0.22313	0.21224	0.1415	0.13605	1.0776	0.75102	0.38095	0.032653	0.72925	0.43537	0	0	0.16327	0.29388	0	0	0	0.27347	0.21429	0.18163	0.23061	0.032653	0.93265	0.82653	0.51224	0.22041	0.11224	0.040816	0	0	0.54694	0.29388	0.42857	0.12245	0.36327	0	0.46122	0.02449	0.065306	0	0.94286	0.91837	0.6	0.41633	0.22449	0.081633	0.92245	0.73469	0.42449	0.02449	0	0	0	0	0	0	0	0	1.6408	1.5918	1.1755	0.88163	0.64898	0.2449	1.2857	1.2612	0.67347	0.36735	0.02449	0	1.0898	0.91837	0.37959	0	0	0	1.3837	0.99184	0.68571	0.073469	0	0	0	0.036735	0.15918	0	0	0
0.11717	0.18873	0.092129	0.39803	0.24419	0.059034	0.44186	0.31664	0.11807	0.3542	0.17174	0	0.23435	0.12701	0.37746	0.075134	0.18426	0	0.35152	0.27102	0.13685	0.56619	0.35152	0.04025	0.27639	0.11002	0	0.53071	0.42576	0.13476	0.035778	0.10256	0.19797	0.18724	0.042934	0.41026	0.40549	0.21944	0.047704	0.79189	0.73942	0.31962	0.095408	0.74896	0.49135	0	0	0.10495	0.066786	0	0	0	0.23435	0.20751	0.16995	0.18426	0	0.79606	0.72987	0.48837	0.22719	0.11807	0.0322	0	0	0.46869	0.25403	0.41503	0.15027	0.33989	0	0.36852	0	0	0	0.88372	0.88372	0.63327	0.43292	0.23614	0.064401	0.70841	0.57603	0.34347	0.021467	0	0	0	0	0	0	0	0	1.4061	1.4061	1.0841	0.79428	0.54741	0.1932	1.2451	1.2451	0.81574	0.50447	0.161	0	1.0197	0.97674	0.59034	0.010733	0	0	1.1055	0.75134	0.44007	0.053667	0	0	0	0	0	0	0	0
0.04829	0.17807	0.044266	0.27062	0.23441	0	0.22535	0.19115	0	0.038229	0.27767	0	0.096579	0.044266	0.35614	0.11871	0.056338	0.032193	0.14487	0.13883	0	0.53421	0.43763	0	0.0060362	0.12676	0	0.36083	0.36083	0.10731	0	0	0.15023	0.2106	0	0	0	0	0	0.60094	0.60094	0.18243	0	0.84239	0.84239	0.24681	0	0	0	0	0	0	0.096579	0.12877	0.22736	0.088531	0	0.54125	0.54125	0.46881	0.19517	0	0	0	0	0.19316	0.088531	0.25755	0.06841	0.45473	0.16901	0.17706	0.064386	0	0	0.4507	0.4507	0.38229	0.15694	0	0	0	0.076459	0.32193	0.2334	0	0	0	0	0	0	0	0	0.57948	0.57948	0.55533	0.26559	0	0	0.77264	0.77264	0.59155	0.20523	0	0	1.3642	1.3642	1.159	0.50704	0	0	0.53119	0.53119	0.50704	0.19316	0	0	0	0	0	0	0	0
0.073446	0.21328	0.11441	0.40113	0.33051	0.050847	0.30508	0.30508	0.090395	0.14124	0.34463	0.011299	0.14689	0.10169	0.42655	0.14689	0.14689	0.081921	0.22034	0.22034	0.063559	0.63983	0.54661	0.088983	0.11864	0.22458	0	0.53484	0.52354	0.22034	0.032015	0.0094162	0.19397	0.25235	0.079096	0.037665	0.037665	0.037665	0	0.77589	0.77589	0.40678	0.12053	1.0094	0.96422	0.33898	0.007533	0	0.21846	0.097928	0	0	0.14689	0.15819	0.26836	0.22599	0.0028249	0	0.80226	0.66102	0.33051	0.10169	0	0	0	0.29379	0.20339	0.31638	0.12994	0.53672	0.16384	0.45198	0.16384	0.0056497	0	0	0.61017	0.61017	0.33333	0.18079	0	0	0.28249	0.38418	0.30508	0.022599	0	0	0	0	0	0	0	0	0.88136	0.88136	0.61017	0.25424	0	0	0.94915	0.94915	0.38983	0.28814	0	0	1.6102	1.2373	0.49153	0.067797	0	0	1.3559	0.88136	0.49153	0	0	0	0	0.016949	0	0	0
0	0.25689	0.10526	0.36216	0.27193	0.06015	0.32331	0.32331	0.1203	0.18045	0.22055	0	0	0	0.51378	0.21805	0.21053	0.0075188	0	0	0	0.77068	0.64662	0.18045	0.31579	0.16917	0	0.48287	0.42272	0.132	0.021721	0	0.18713	0.21053	0.085213	0	0	0	0	0.74854	0.74854	0.46784	0.086884	0.84211	0.65497	0.06015	0	0.34085	0.28739	0	0	0	0.027569	0.3183	0.20802	0.17043	0	0.72431	0.72431	0.54386	0.22556	0.1203	0.015038	0	0	0.055138	0.050125	0.63659	0.37093	0.41604	0.025063	0.34085	0.0050125	0	0	0.64662	0.64662	0.64662	0.42105	0.2406	0.030075	0	0.3609	0.41103	0.030075	0	0	0	0	0	0	0	0	0.16541	0.16541	0.16541	0.15038	0.045113	0	1.9098	1.9098	1.8797	1.1128	0.67669	0.090226	1.2481	1.2481	0.66165	0.075188	0	0	1.0226	1.0226	0.55639	0.015038	0	0	0	0	0	0	0	0
0.087121	0.15909	0.087121	0.33333	0.19981	0.02178	0.30682	0.20265	0.043561	0.35985	0.19697	0	0.17424	0.10227	0.31818	0.030303	0.17424	0.047348	0.26136	0.2358	0.065341	0.47727	0.21875	0	0.26136	0.14489	0	0.44444	0.375	0.11995	0.011364	0.036616	0.16793	0.19571	0.044192	0.14646	0.14646	0.12626	0.0050505	0.67172	0.64141	0.16667	0.040404	0.78283	0.55051	0.17677	0	0.17677	0.16162	0.010101	0	0	0.17424	0.13258	0.18561	0.17424	0	0.66667	0.66667	0.42992	0.21591	0.056818	0	0	0	0.34848	0.20455	0.26515	0.015152	0.37121	0.045455	0.34848	0.094697	0	0	0.61364	0.61364	0.43939	0.24621	0.11364	0	0.7197	0.7197	0.42045	0.18561	0	0	0	0	0	0	0	0	1.0455	1.0455	0.98864	0.67045	0.34091	0	0.79545	0.79545	0.32955	0.068182	0	0	1.1136	1.1136	0.63636	0.21591	0	0	1.0455	1.0455	0.625	0.34091	0	0	0	0	0	0	0	0
0.042712	0.1875	0.12958	0.3598	0.22732	0.026786	0.29102	0.22153	0.052124	0.42857	0.23311	0.0014479	0.085425	0.06805	0.375	0.11728	0.25627	0.0028958	0.12814	0.12814	0.030405	0.5625	0.3931	0.049952	0.22804	0.16071	0	0.47973	0.41409	0.12548	0.00096525	0	0.19981	0.17471	0.10521	0	0	0	0	0.79923	0.7722	0.40541	0.003861	0.69884	0.62548	0.096525	0	0.16216	0.25869	0	0	0	0.055019	0.22876	0.14479	0.17809	0.11293	0.71959	0.71959	0.48504	0.20994	0.089768	0	0	0	0.11004	0.09556	0.45753	0.20849	0.28958	0.066602	0.35618	0.0057915	0.22587	0	0.58205	0.58205	0.46042	0.31564	0.16795	0	0.85714	0.85714	0.50965	0.10425	0.011583	0	0	0	0	0	0	0	0.33012	0.33012	0.33012	0.29537	0.139	0	1.3726	1.3726	1.0512	0.65154	0.36486	0	0.86873	0.86873	0.68629	0.21718	0.034749	0	1.0685	1.0685	0.57336	0.09556	0	0	0.67761	0.67761	0.26931	0	0	0
0.057068	0.14838	0.10536	0.3108	0.21335	0.024583	0.24407	0.15803	0.049166	0.10887	0.26866	0	0.11414	0.054434	0.29675	0.09482	0.21071	0.077261	0.1712	0.1475	0.050044	0.44513	0.30026	0.023705	0.31607	0.19227	0	0.4144	0.38396	0.15101	0.0046825	0.0023412	0.16037	0.17559	0.07609	0.0093649	0.0093649	0.0046825	0	0.6415	0.58063	0.22944	0.01873	0.70237	0.66023	0.29031	0	0.01873	0.20603	0.079602	0	0	0.11414	0.10536	0.1914	0.15979	0.050922	0.6216	0.6216	0.3986	0.20369	0.042142	0	0	0	0.22827	0.10887	0.21071	0.042142	0.38279	0.1475	0.31958	0.15101	0.10184	0.0035119	0.48815	0.48815	0.29148	0.16857	0.084284	0	0	0.24934	0.2669	0.23881	0	0	0	0	0	0	0	0	0.68481	0.68481	0.55838	0.31607	0.15803	0	0.63213	0.63213	0.18964	0.12643	0.09482	0	1.1484	1.1484	0.90606	0.35821	0	0	0.95874	0.95874	0.53731	0.42142	0	0	0.30553	0.30553	0.20018	0	0	0
